Years,State,CO2_Emissions
2012,Missouri,128.3925188329943
2013,Missouri,133.7729878115294
2014,Missouri,133.3278356152263
2015,Missouri,123.9287262058606
2016,Missouri,118.3261885715136
1990,Montana,27.19999547161838
1991,Montana,28.40963383114486
1992,Montana,29.66054608702444
1993,Montana,27.63118247352761
1994,Montana,30.34373901934252
1995,Montana,29.99907791744541
1996,Montana,27.12726419276983
1997,Montana,29.16407309981692
1998,Montana,30.93629622246125
1999,Montana,31.44013693587364
2000,Montana,30.8046960820388
2001,Montana,32.03990203970302
2002,Montana,30.37877747158262
2003,Montana,32.61962044508619
2004,Montana,34.36159780677595
2005,Montana,35.48153186841601
2006,Montana,35.60511637542174
2007,Montana,37.05459778586116
2008,Montana,36.34475703208882
2009,Montana,32.84342726971304
2010,Montana,34.74613157280578
2011,Montana,31.82152599292846
2012,Montana,30.60466020462448
2013,Montana,31.93711863376611
2014,Montana,32.38082999765135
2015,Montana,32.32605972222183
2016,Montana,30.62681796735987
1990,Nebraska,33.14580028720775
1991,Nebraska,34.0219196812953
1992,Nebraska,33.07004725631479
1993,Nebraska,36.33629215624999
1994,Nebraska,36.31539058507159
1995,Nebraska,38.9355191759818
1996,Nebraska,40.08203409116442
1997,Nebraska,41.32090198712784
1998,Nebraska,43.60285426622832
1999,Nebraska,42.43407153493971
2000,Nebraska,42.08540120679961
2001,Nebraska,43.47466527859934
2002,Nebraska,42.98815074137988
2003,Nebraska,44.04228410590535
2004,Nebraska,44.0005061694424
2005,Nebraska,44.40658991664487
2006,Nebraska,44.96954411498227
2007,Nebraska,45.26084929776516
2008,Nebraska,47.35706629827606
2009,Nebraska,48.03351001450749
2010,Nebraska,50.51724193508351
2011,Nebraska,52.94342934956494
2012,Nebraska,51.30017083047945
2013,Nebraska,54.19685504306319
2014,Nebraska,52.84807090631335
2015,Nebraska,51.33576977422257
2016,Nebraska,48.82137946501392
1990,Nevada,30.94063818196977
1991,Nevada,32.86590729042535
1992,Nevada,34.02476679836092
1993,Nevada,34.33061557365036
1994,Nevada,36.65911458407447
1995,Nevada,35.80751897857019
1996,Nevada,38.47989644343943
1997,Nevada,38.32271443858536
1998,Nevada,41.25040800030472
1999,Nevada,41.90339214497732
2000,Nevada,45.91214286393224
2001,Nevada,45.28336383597349
2002,Nevada,42.0298835780549
2003,Nevada,44.15834428017941
2004,Nevada,48.52649182974319
2005,Nevada,50.69274332300093
2006,Nevada,42.12664335722582
2007,Nevada,42.28259447631613
2008,Nevada,41.5218418356027
2009,Nevada,39.99828798858351
2010,Nevada,38.07968585324655
2011,Nevada,34.29929770724039
2012,Nevada,35.05369588593423
2013,Nevada,36.88110983721528
2014,Nevada,37.69071959374811
2015,Nevada,35.71107104166345
2016,Nevada,36.85283834322302
1990,New Hampshire,14.88577871189011
1991,New Hampshire,14.49529459401936
1992,New Hampshire,14.67568199790039
1993,New Hampshire,15.12235593830297
1994,New Hampshire,15.20017090042744
1995,New Hampshire,15.28861719017995
1996,New Hampshire,15.51093039093923
1997,New Hampshire,16.74796358597206
1998,New Hampshire,16.89190078109621
1999,New Hampshire,17.05673475965202
2000,New Hampshire,17.6887797817372
2001,New Hampshire,17.16315357236736
2002,New Hampshire,17.87878072985897
2003,New Hampshire,21.21723714630939
2004,New Hampshire,22.29484654753966
2005,New Hampshire,21.61847773282102
2006,New Hampshire,19.68105390323599
2007,New Hampshire,19.45395086337557
2008,New Hampshire,19.0354892830723
2009,New Hampshire,17.32449676464689
2010,New Hampshire,16.82186458349444
2011,New Hampshire,16.44561360843522
2012,New Hampshire,14.78435910857335
2013,New Hampshire,14.50216461588818
2014,New Hampshire,15.20314283129481
2015,New Hampshire,15.39557551505039
2016,New Hampshire,13.82860967314903
1990,New Jersey,109.3850362776269
1991,New Jersey,110.247080426037
1992,New Jersey,117.3263304388721
1993,New Jersey,113.1496362574246
1994,New Jersey,123.6141011647334
1995,New Jersey,123.0488209257827
1996,New Jersey,122.2353913434352
1997,New Jersey,123.5212747505751
1998,New Jersey,119.8328379582049
1999,New Jersey,124.0963102905317
2000,New Jersey,123.3724870949863
2001,New Jersey,120.6808787123102
2002,New Jersey,121.2816481488862
2003,New Jersey,122.683749438581
2004,New Jersey,125.647534034035
2005,New Jersey,130.5260294937493
2006,New Jersey,123.1632234670341
2007,New Jersey,130.7664951496333
2008,New Jersey,128.6270153666809
2009,New Jersey,111.2882460469473
2010,New Jersey,115.4501946897901
2011,New Jersey,115.684321518511
2012,New Jersey,105.2007211600876
2013,New Jersey,108.763290913225
2014,New Jersey,114.7278293478581
2015,New Jersey,113.0123752942128
2016,New Jersey,111.4443487504084
1990,New Mexico,53.69407849386717
1991,New Mexico,49.53717104392659
1992,New Mexico,52.27638827751656
1993,New Mexico,52.88641365451356
1994,New Mexico,52.86963591636351
1995,New Mexico,51.4121767434253
1996,New Mexico,52.95692472383917
1997,New Mexico,56.20718466153068
1998,New Mexico,56.03518325465482
1999,New Mexico,57.05900427939783
2000,New Mexico,58.64237085639051
2001,New Mexico,58.91318475282989
2002,New Mexico,55.92715873840779
2003,New Mexico,58.09966057542388
2004,New Mexico,59.39211373152545
2005,New Mexico,60.01049787975226
2006,New Mexico,60.51409000073374
2007,New Mexico,59.64399051020152
2008,New Mexico,57.07432996827075
2009,New Mexico,57.94694588828138
2010,New Mexico,53.77677323690978
2011,New Mexico,56.19670736757146
2012,New Mexico,54.26110387347184
2013,New Mexico,53.73485990562475
2014,New Mexico,50.62208526130043
2015,New Mexico,50.73638181673001
2016,New Mexico,48.65335175742712
1990,New York,210.0779479216976
1991,New York,202.2743829580807
1992,New York,201.5672011438424
1993,New York,196.033008542997
1994,New York,194.1286635981267
1995,New York,199.7633981164797
1996,New York,202.4132899191227
1997,New York,206.4362802753202
1998,New York,205.9929074446412
1999,New York,208.1700749533917
2000,New York,214.0948233268327
2001,New York,208.5829132196729
2002,New York,202.9855468351002
2003,New York,213.6389292352677
2004,New York,216.6189286424105
2005,New York,212.8778008757176
2006,New York,193.8639276883419
2007,New York,200.4702507513406
2008,New York,190.695161133488
2009,New York,174.6877450020791
2010,New York,176.2573039101181
2011,New York,166.2149475437895
2012,New York,162.8575350977047
2013,New York,164.2410455795261
2014,New York,171.9680463924164
2015,New York,169.8647938538743
2016,New York,164.5562329387951
1990,North Carolina,112.2569179755652
1991,North Carolina,112.0680415237145
1992,North Carolina,122.9347489782023
1993,North Carolina,128.3303015757948
1994,North Carolina,123.6516477060704
1995,North Carolina,130.0677953126426
1996,North Carolina,142.1394495198053
1997,North Carolina,144.2509397551188
1998,North Carolina,144.3912062805504
1999,North Carolina,142.8845824093294
2000,North Carolina,150.6148250839707
2001,North Carolina,145.7533297778653
2002,North Carolina,147.3697638165458
2003,North Carolina,148.4611876585158
2004,North Carolina,152.1873442021138
2005,North Carolina,156.5910752372965
2006,North Carolina,150.9302067458169
2007,North Carolina,156.705743097024
2008,North Carolina,151.5230829090172
2009,North Carolina,135.0387149537029
2010,North Carolina,144.9985719721764
2011,North Carolina,130.3236809687718
2012,North Carolina,123.1882032818572
2013,North Carolina,126.7186588898819
2014,North Carolina,129.0194268281983
2015,North Carolina,122.6007324283247
2016,North Carolina,121.2166864212532
1990,North Dakota,44.69147319423714
1991,North Dakota,45.67553333476935
1992,North Dakota,47.56286845783397
1993,North Dakota,47.73360448890114
1994,North Dakota,48.10802855083265
1995,North Dakota,48.03625525632528
1996,North Dakota,48.92223716622718
1997,North Dakota,47.44540546511111
1998,North Dakota,48.9110559886398
1999,North Dakota,50.01343493364735
2000,North Dakota,51.27460491869729
2001,North Dakota,52.26151396198595
2002,North Dakota,51.92079534434358
2003,North Dakota,51.49846496155934
2004,North Dakota,50.17145001896532
2005,North Dakota,53.12445629596829
2006,North Dakota,51.35677257239487
2007,North Dakota,53.12823119804812
2008,North Dakota,53.55637396070804
2009,North Dakota,52.00704399116993
2010,North Dakota,52.77159405696227
2011,North Dakota,54.2694906493069
2012,North Dakota,56.80240984882531
2013,North Dakota,57.39235549848994
2014,North Dakota,59.35820009729986
2015,North Dakota,57.95750883310096
2016,North Dakota,54.58188983805118
1990,Ohio,247.4730923835034
1991,Ohio,245.8648681977421
1992,Ohio,251.2034172682585
1993,Ohio,255.3433658001477
1994,Ohio,251.8354363058961
1995,Ohio,254.1843014573394
1996,Ohio,266.7317003085676
1997,Ohio,261.5781571985884
1998,Ohio,261.3690105903327
1999,Ohio,260.6331525746695
2000,Ohio,267.4010253695405
2001,Ohio,256.934548801104
2002,Ohio,263.3735520289728
2003,Ohio,271.1288140959398
2004,Ohio,267.0057575131191
2005,Ohio,275.2453948172071
2006,Ohio,267.6276699929332
2007,Ohio,271.2206391125953
2008,Ohio,263.9702603948516
2009,Ohio,238.676492628694
2010,Ohio,250.1969303347366
2011,Ohio,238.2101266441563
2012,Ohio,218.4960801142945
2013,Ohio,232.4989625796631
2014,Ohio,234.3569267220609
2015,Ohio,215.3839854883695
2016,Ohio,207.4097309580754
1990,Oklahoma,88.49573675211505
1991,Oklahoma,89.90892507313256
1992,Oklahoma,93.26894046720273
1993,Oklahoma,96.04887367285846
1994,Oklahoma,94.70080701562614
1995,Oklahoma,95.61264021391574
1996,Oklahoma,98.18152455113217
1997,Oklahoma,99.33936888908767
1998,Oklahoma,98.29055606836535
1999,Oklahoma,97.82091018394901
2000,Oklahoma,100.7113750363278
2001,Oklahoma,102.2670091593842
2002,Oklahoma,102.5519515291573
2003,Oklahoma,104.7000316893518
2004,Oklahoma,100.9268445544491
2005,Oklahoma,108.0804884590662
2006,Oklahoma,111.3331704666479
2007,Oklahoma,110.4514581716095
2008,Oklahoma,113.2956810927821
2009,Oklahoma,107.4656858320452
2010,Oklahoma,106.9876650846096
2011,Oklahoma,108.6613063166677
2012,Oklahoma,106.0517758767669
2013,Oklahoma,104.6285826461584
2014,Oklahoma,105.8650588747374
2015,Oklahoma,101.956375284669
2016,Oklahoma,97.44445733865628
1990,Oregon,30.49213768135201
1991,Oregon,34.34720351163821
1992,Oregon,35.30049286441982
1993,Oregon,35.49005928564542
1994,Oregon,37.1188303644205
1995,Oregon,34.46284807150819
1996,Oregon,36.55985882047072
1997,Oregon,36.15998822234157
1998,Oregon,41.67658155855733
1999,Oregon,42.74229210995272
2000,Oregon,41.44090259383428
2001,Oregon,41.26716322505627
2002,Oregon,39.73432044518341
2003,Oregon,40.17260638272372
2004,Oregon,41.39320466897376
2005,Oregon,41.79546961314013
2006,Oregon,40.93952132121849
2007,Oregon,44.38429077451126
2008,Oregon,43.43133795533703
2009,Oregon,41.48701588524601
2010,Oregon,41.2809490549235
2011,Oregon,37.73233175435226
2012,Oregon,37.49329590326724
2013,Oregon,39.67245541187004
2014,Oregon,38.52713544709768
2015,Oregon,38.61528785123658
2016,Oregon,38.17756704092437
1990,Pennsylvania,265.5925990187524
1991,Pennsylvania,257.9626479823642
1992,Pennsylvania,267.5505079946343
1993,Pennsylvania,270.8316528607742
1994,Pennsylvania,268.3954994274263
1995,Pennsylvania,270.8272187432194
1996,Pennsylvania,276.812661997814
1997,Pennsylvania,277.4107880618216
1998,Pennsylvania,267.6510685304894
1999,Pennsylvania,266.3025516468114
2000,Pennsylvania,278.6152086675802
2001,Pennsylvania,265.8985191377838
2002,Pennsylvania,272.8542521158598
2003,Pennsylvania,276.4042805891558
2004,Pennsylvania,280.0099068015432
2005,Pennsylvania,283.3267454305991
2006,Pennsylvania,277.1417971954664
2007,Pennsylvania,279.7343124966724
2008,Pennsylvania,271.7136735673554
2009,Pennsylvania,246.2208162044707
2010,Pennsylvania,257.923826456367
2011,Pennsylvania,250.4668991722317
2012,Pennsylvania,240.0909682983999
2013,Pennsylvania,249.5325698989905
2014,Pennsylvania,249.1122365955579
2015,Pennsylvania,232.7127631285489
2016,Pennsylvania,218.6053636789153
1990,Rhode Island,9.002812994205346
1991,Rhode Island,10.93645912883549
1992,Rhode Island,13.28083858743216
1993,Rhode Island,10.96810984925346
1994,Rhode Island,13.01420255857047
1995,Rhode Island,12.25998693515483
1996,Rhode Island,13.69166017376396
1997,Rhode Island,13.73166831034188
1998,Rhode Island,14.08126871621019
1999,Rhode Island,13.43658132980281
2000,Rhode Island,11.87975925609902
2001,Rhode Island,12.46141940693902
2002,Rhode Island,11.88651612467385
2003,Rhode Island,11.6645187562537
2004,Rhode Island,11.12236879394395
2005,Rhode Island,11.39093649255582
2006,Rhode Island,10.68767253029211
2007,Rhode Island,11.23209818726951
2008,Rhode Island,10.83752651644473
2009,Rhode Island,11.41881639414004
2010,Rhode Island,11.16987728235498
2011,Rhode Island,11.1915626250932
2012,Rhode Island,10.70500184292587
2013,Rhode Island,10.28556238534702
2014,Rhode Island,10.7826725141325
2015,Rhode Island,11.03985854851066
2016,Rhode Island,9.803139494325837
1990,South Carolina,61.09917373554106
1991,South Carolina,62.46258443278425
1992,South Carolina,61.60617820571172
1993,South Carolina,66.28205854482484
1994,South Carolina,66.45456251278583
1995,South Carolina,65.46869173284483
1996,South Carolina,69.50778383477535
1997,South Carolina,71.83803316794878
1998,South Carolina,75.00592067073501
1999,South Carolina,78.17213153034662
2000,South Carolina,81.68303547200956
2001,South Carolina,79.41724134980979
2002,South Carolina,81.04876754862845
2003,South Carolina,81.55792174382005
2004,South Carolina,88.82453269676519
2005,South Carolina,87.44310851796737
2006,South Carolina,87.67737813648172
2007,South Carolina,88.09978288315396
2008,South Carolina,85.8958090471464
2009,South Carolina,80.34000326640881
2010,South Carolina,84.53026987338444
2011,South Carolina,80.55560712902039
2012,South Carolina,74.09636871705881
2013,South Carolina,70.92349866414843
2014,South Carolina,75.18596985504142
2015,South Carolina,73.5526260042214
2016,South Carolina,72.10225150704156
1990,South Dakota,11.9947977405619
1991,South Dakota,11.6651060422062
1992,South Dakota,11.82505538565731
1993,South Dakota,12.47744529450873
1994,South Dakota,13.13374377680015
1995,South Dakota,12.92647970887839
1996,South Dakota,12.90289460301396
1997,South Dakota,13.37488205106685
1998,South Dakota,13.01417579407803
1999,South Dakota,13.65312216183286
2000,South Dakota,14.35594057106344
2001,South Dakota,13.65964222598315
2002,South Dakota,14.0151109122661
2003,South Dakota,13.89949349224342
2004,South Dakota,14.02774840979087
2005,South Dakota,13.52313000447328
2006,South Dakota,13.59808497729069
2007,South Dakota,14.10785905394802
2008,South Dakota,15.23244640350004
2009,South Dakota,14.99205934993288
2010,South Dakota,15.31441873203566
2011,South Dakota,14.83528106421022
2012,South Dakota,15.23965495131904
2013,South Dakota,15.6634432622745
2014,South Dakota,15.6934043101805
2015,South Dakota,14.43714605146331
2016,South Dakota,15.07755623160086
1990,Tennessee,105.487149476645
1991,Tennessee,100.9081820869836
1992,Tennessee,106.8148556701752
1993,Tennessee,117.4742912664269
1994,Tennessee,112.1328614839629
1995,Tennessee,119.0500774788761
1996,Tennessee,119.8221958329627
1997,Tennessee,122.990961669741
1998,Tennessee,122.1895176751193
1999,Tennessee,122.8617303794151
2000,Tennessee,128.4481476676301
2001,Tennessee,126.4049980945827
2002,Tennessee,125.7925300366949
2003,Tennessee,123.9615165832207
2004,Tennessee,125.7631672987869
2005,Tennessee,127.227049034983
2006,Tennessee,129.1466648272481
2007,Tennessee,128.7580174966092
2008,Tennessee,122.2915236226696
2009,Tennessee,103.5407468624128
2010,Tennessee,111.096382654527
2011,Tennessee,107.4698867002856
2012,Tennessee,101.1946267496491
2013,Tennessee,99.5775401782477
2014,Tennessee,104.9836211582722
2015,Tennessee,101.2323493168499
2016,Tennessee,103.6399515319247
1990,Texas,561.051470889221
1991,Texas,556.1398055256068
1992,Texas,557.3913780384105
1993,Texas,573.0514292008535
1994,Texas,573.8565244556524
1995,Texas,578.7674147246473
1996,Texas,621.9797639180293
1997,Texas,646.3050757390412
1998,Texas,656.099195866456
1999,Texas,632.7072911701396
2000,Texas,655.0012064581241
2001,Texas,649.2938417121868
2002,Texas,660.2536972106607
2003,Texas,653.5660418141034
2004,Texas,648.3734620372171
2005,Texas,611.5749752453852
2006,Texas,620.7367492194293
2007,Texas,617.4442541406862
2008,Texas,583.8230882039086
2009,Texas,549.4598022493468
2010,Texas,584.2515349128013
2011,Texas,603.0476744317658
2012,Texas,599.2715153271762
2013,Texas,628.229958381975
2014,Texas,626.004216984045
2015,Texas,626.4776756989847
2016,Texas,657.4204303592136
1990,Utah,54.67961621524002
1991,Utah,53.5571484817399
1992,Utah,55.36063309697793
1993,Utah,57.0328616590979
1994,Utah,58.14625797011402
1995,Utah,58.50682392313733
1996,Utah,59.31984065015016
1997,Utah,61.29332715443351
1998,Utah,64.0754646103175
1999,Utah,62.96411990068056
2000,Utah,65.64959917265574
2001,Utah,63.56831902669356
2002,Utah,62.82618736596475
2003,Utah,63.55319497848699
2004,Utah,66.21657758727471
2005,Utah,67.86588964754348
2006,Utah,69.10126414392722
2007,Utah,71.02268816693888
2008,Utah,70.23064076751305
2009,Utah,65.36897621394309
2010,Utah,64.5187837035669
2011,Utah,64.95794805288406
2012,Utah,62.36141246485936
2013,Utah,67.66930926085655
2014,Utah,65.94838053103923
2015,Utah,64.28309704454847
2016,Utah,59.0849486642592
1990,Vermont,5.549996120137291
1991,Vermont,5.737108908319737
1992,Vermont,6.229844520343139
1993,Vermont,6.268014331516568
1994,Vermont,6.09417301443218
1995,Vermont,6.064612630565146
1996,Vermont,6.352126699266448
1997,Vermont,6.540743625387957
1998,Vermont,6.34102305859675
1999,Vermont,6.596944052062593
2000,Vermont,6.830983484596866
2001,Vermont,6.701653826166877
2002,Vermont,6.447312308374769
2003,Vermont,6.690404657041203
2004,Vermont,7.148857069755672
2005,Vermont,6.922694930121617
2006,Vermont,6.787190709153471
2007,Vermont,6.606395226376065
2008,Vermont,6.035801481495928
2009,Vermont,6.270990662984053
2010,Vermont,5.97780783615656
2011,Vermont,5.898832203497741
2012,Vermont,5.550093454190717
2013,Vermont,5.835585991169602
2014,Vermont,5.978197315492187
2015,Vermont,6.240317363768343
2016,Vermont,5.987707510582322
1990,Virginia,96.11043799962316
1991,Virginia,97.38657414858301
1992,Virginia,98.96237639767801
1993,Virginia,102.9697572981435
1994,Virginia,101.8885467153638
1995,Virginia,104.2299529674998
1996,Virginia,108.8488812511225
1997,Virginia,110.8028445046127
1998,Virginia,113.4511416668582
1999,Virginia,115.6625306637328
2000,Virginia,124.34569899309
2001,Virginia,122.2234038413928
2002,Virginia,120.7958781639516
2003,Virginia,124.9147996143125
2004,Virginia,129.193174685565
2005,Virginia,131.0865961881029
2006,Virginia,124.3558837002114
2007,Virginia,129.5824121245487
2008,Virginia,118.3481589418824
2009,Virginia,107.0881371525831
2010,Virginia,110.1640662254397
2011,Virginia,101.1406114677024
2012,Virginia,99.31791862756343
2013,Virginia,106.4360237241133
2014,Virginia,105.4225905355684
2015,Virginia,104.5207703115112
2016,Virginia,104.8115590140437
1990,Washington,66.97098464587827
1991,Washington,67.94106399187359
1992,Washington,74.76748914546386
1993,Washington,71.54195016137687
1994,Washington,75.88864311044287
1995,Washington,74.06923897213494
1996,Washington,76.96695989591639
1997,Washington,76.1124162616405
1998,Washington,77.09054752314476
1999,Washington,77.31529165356082
2000,Washington,79.01872471438132
2001,Washington,78.99357111605107
2002,Washington,72.52300097205635
2003,Washington,74.508938310876
2004,Washington,76.00710918085838
2005,Washington,77.01226356499151
2006,Washington,74.51098847954775
2007,Washington,80.00798398718126
2008,Washington,76.71176231286742
2009,Washington,74.49983579617808
2010,Washington,74.44353497815375
2011,Washington,69.44531461363553
2012,Washington,69.35035744637328
2013,Washington,74.05238370977197
2014,Washington,72.46026415993808
2015,Washington,74.36035179739997
2016,Washington,79.2906911023734
1990,West Virginia,104.1398166519315
1991,West Virginia,96.39108520305278
1992,West Virginia,98.40254835080768
1993,West Virginia,99.3390642478269
1994,West Virginia,107.0380157729666
1995,West Virginia,105.4491263989715
1996,West Virginia,108.1145527375669
1997,West Virginia,111.5114340972111
1998,West Virginia,115.5852684021503
1999,West Virginia,116.4083854802759
2000,West Virginia,115.5420832219349
2001,West Virginia,104.9241885215189
2002,West Virginia,118.110129980703
2003,West Virginia,114.569885880087
2004,West Virginia,111.6083171984143
2005,West Virginia,113.8462416398475
2006,West Virginia,113.8849882328805
2007,West Virginia,116.0367903100129
2008,West Virginia,111.9196729290007
2009,West Virginia,90.74443804729601
2010,West Virginia,101.782985870252
2011,West Virginia,99.02544620628237
2012,West Virginia,93.48499506560438
2013,West Virginia,95.58319429488665
2014,West Virginia,101.2498305145077
2015,West Virginia,93.26068590914159
2016,West Virginia,95.07261209165739
1990,Wisconsin,86.6095212132105
1991,Wisconsin,88.94222149970538
1992,Wisconsin,88.41581471549789
1993,Wisconsin,91.3721928925793
1994,Wisconsin,94.65165311582295
1995,Wisconsin,97.59733274412191
1996,Wisconsin,101.8007628246311
1997,Wisconsin,104.1471415313868
1998,Wisconsin,102.6634748937898
1999,Wisconsin,107.1595234731546
2000,Wisconsin,109.0324090373542
2001,Wisconsin,106.9993485625425
2002,Wisconsin,108.2306515270379
2003,Wisconsin,106.1498209067587
2004,Wisconsin,108.9805132746727
2005,Wisconsin,112.3218962318656
2006,Wisconsin,104.2397257861373
2007,Wisconsin,105.903408007832
2008,Wisconsin,106.4143306244824
2009,Wisconsin,97.32175418005188
2010,Wisconsin,99.60091642105175
2011,Wisconsin,98.66628116195682
2012,Wisconsin,91.5880547400313
2013,Wisconsin,102.1478976489694
2014,Wisconsin,102.3656215843109
2015,Wisconsin,101.1112485079568
2016,Wisconsin,96.13527487294704
1990,Wyoming,57.30494705398579
1991,Wyoming,55.58776270283555
1992,Wyoming,61.59444218311296
1993,Wyoming,58.49736740163831
1994,Wyoming,60.7651044283929
1995,Wyoming,58.53611174168634
1996,Wyoming,59.91559529405368
1997,Wyoming,59.11900778060736
1998,Wyoming,64.35878326908454
1999,Wyoming,62.93361065774901
2000,Wyoming,63.64346415536551
2001,Wyoming,64.02052935832506
2002,Wyoming,62.76047272454792
2003,Wyoming,64.63187008533649
2004,Wyoming,64.69051445029038
2005,Wyoming,64.0268391859795
2006,Wyoming,64.84516864772084
2007,Wyoming,67.17933275391616
2008,Wyoming,67.69541004770882
2009,Wyoming,64.4296503103092
2010,Wyoming,65.9047058879409
2011,Wyoming,64.68425685634041
2012,Wyoming,67.13389802552386
2013,Wyoming,69.13857565856024
2014,Wyoming,66.16241605336825
2015,Wyoming,64.18509433675656
2016,Wyoming,61.00692834748862
